,Year,N_ID,Pop,Ad_Ed,Child_Care,Com_House,Emp_Res,Sub_Trt,Trans_House,Recreation,Inflation,NIA,C_Rate
17,2014.0,40.0,16337.7777250357,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.91,0.0,2
18,2014.0,61.0,14399.111437631,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.91,1.0,2
19,2014.0,21.0,11416.0002359954,0.0,36.0,12.0,0.0,0.0,0.0,0.0,1.91,1.0,3
20,2014.0,22.0,14387.5552031182,0.0,38.0,6.0,0.0,0.0,0.0,0.0,1.91,1.0,2
21,2014.0,133.0,12110.2220068516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1
22,2014.0,75.0,28166.2235727262,0.0,0.0,9.0,1.0,1.0,0.0,1.0,1.91,0.0,3
23,2014.0,120.0,23960.0000768278,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.91,0.0,3
24,2014.0,123.0,14475.555811902,1.0,0.0,15.0,0.0,0.0,0.0,0.0,1.91,0.0,2
25,2014.0,44.0,20062.2211123543,0.0,0.0,51.0,0.0,0.0,0.0,0.0,1.91,1.0,2
26,2014.0,92.0,12863.110179245,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.91,0.0,1
27,2014.0,125.0,12321.778109045,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.91,1.0,2
28,2014.0,90.0,13114.666048299,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.91,0.0,2
29,2014.0,57.0,10592.8891282421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0
30,2014.0,10.0,10140.4452548992,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2
31,2014.0,68.0,11023.1117432475,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.91,0.0,2
32,2014.0,13.0,10545.7783942169,0.0,26.0,8.0,1.0,0.0,0.0,0.0,1.91,0.0,1
33,2014.0,102.0,11613.3338147423,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.91,0.0,1
34,2014.0,25.0,28261.3333875206,1.0,26.0,83.0,2.0,0.0,1.0,0.0,1.91,1.0,2
35,2014.0,65.0,13142.2216654455,0.0,0.0,59.0,0.0,0.0,0.0,0.0,1.91,0.0,2
36,2014.0,140.0,8997.33382993354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1
37,2014.0,81.0,15410.6668384305,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.91,0.0,3
38,2014.0,43.0,15918.2220732277,0.0,0.0,37.0,1.0,0.0,0.0,0.0,1.91,1.0,2
39,2014.0,77.0,53631.9966854739,0.0,0.0,26.0,4.0,0.0,1.0,0.0,1.91,0.0,3
40,2014.0,136.0,24774.2189307338,2.0,0.0,26.0,0.0,0.0,0.0,1.0,1.91,1.0,3
41,2014.0,1.0,30885.3318550164,0.0,32.0,6.0,0.0,1.0,0.0,0.0,1.91,0.0,3
42,2014.0,35.0,23764.4451663325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.91,0.0,1
43,2014.0,124.0,15671.1135454761,0.0,0.0,16.0,1.0,0.0,0.0,1.0,1.91,1.0,3
44,2014.0,6.0,20049.7781666481,0.0,40.0,5.0,1.0,0.0,0.0,0.0,1.91,1.0,2
45,2014.0,49.0,12135.1127536837,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.91,0.0,0
46,2014.0,33.0,14455.1105340278,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.91,0.0,2
47,2014.0,110.0,9994.66654500807,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.91,1.0,2
48,2014.0,54.0,16983.9998978028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,3
49,2014.0,58.0,8412.44394068751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2
50,2014.0,96.0,9879.11121297799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1
51,2014.0,78.0,16846.22241955,0.0,0.0,73.0,1.0,0.0,0.0,1.0,1.91,0.0,3
52,2014.0,15.0,8407.99884858137,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1
53,2014.0,89.0,9068.44408170668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.91,0.0,1
54,2014.0,101.0,9897.77783476614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1
55,2014.0,53.0,12984.0010150937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.91,0.0,1
56,2014.0,95.0,27717.3345772367,0.0,0.0,16.0,0.0,1.0,0.0,1.0,1.91,0.0,3
57,2014.0,109.0,9112.88939670283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2
58,2014.0,8.0,9864.88827466283,0.0,53.0,18.0,0.0,0.0,0.0,0.0,1.91,0.0,2
59,2014.0,86.0,13826.6678348859,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.91,0.0,2
60,2014.0,79.0,7123.55586720632,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.91,0.0,3
61,2014.0,48.0,15729.7792965712,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.91,0.0,1
62,2014.0,115.0,12320.8888688071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.91,1.0,2
63,2014.0,126.0,22689.7770264295,0.0,0.0,23.0,1.0,0.0,0.0,0.0,1.91,0.0,2
64,2014.0,9.0,13981.3321977591,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2
65,2014.0,93.0,33129.779297504,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.91,0.0,2
66,2014.0,36.0,21612.4445754514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2
67,2014.0,82.0,25687.1120447908,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.91,0.0,2
68,2014.0,112.0,6016.00048503637,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.91,1.0,3
69,2014.0,88.0,20128.0007089945,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.91,0.0,0
70,2014.0,87.0,21201.777754543,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.91,0.0,1
71,2014.0,134.0,11663.1106042537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1
72,2014.0,74.0,16966.2220196026,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.91,0.0,3
73,2014.0,121.0,12606.2194319234,0.0,0.0,32.0,1.0,0.0,0.0,1.0,1.91,1.0,3
74,2014.0,98.0,19028.4444314563,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.91,0.0,2
75,2014.0,107.0,19417.7767746766,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.91,0.0,1
76,2014.0,119.0,25242.6675409276,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.91,0.0,3
77,2014.0,138.0,20892.4423879199,0.0,0.0,12.0,0.0,0.0,0.0,1.0,1.91,1.0,2
78,2014.0,5.0,8701.33271929573,0.0,33.0,14.0,0.0,0.0,0.0,0.0,1.91,1.0,1
79,2014.0,129.0,27077.3329345626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0
80,2014.0,128.0,21187.5560477069,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.91,0.0,2
81,2014.0,32.0,20366.2232981513,0.0,0.0,107.0,0.0,0.0,0.0,0.0,1.91,0.0,1
82,2014.0,11.0,17057.7784350759,0.0,41.0,7.0,0.0,0.0,0.0,0.0,1.91,0.0,1
83,2014.0,117.0,40621.3298314812,0.0,0.0,50.0,0.0,0.0,0.0,1.0,1.91,0.0,0
84,2014.0,42.0,25008.888061126,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.91,0.0,1
85,2014.0,34.0,14384.0002269399,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.91,0.0,1
86,2014.0,20.0,10993.7774216126,0.0,40.0,1.0,0.0,0.0,0.0,0.0,1.91,0.0,1
87,2014.0,72.0,9805.33354370784,0.0,0.0,35.0,0.0,0.0,0.0,1.0,1.91,1.0,3
88,2014.0,127.0,26760.0015742156,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.91,0.0,3
89,2014.0,122.0,20215.9999847174,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.91,0.0,2
90,2014.0,91.0,10545.7780824669,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.91,1.0,2
91,2014.0,26.0,32010.668389678,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.91,1.0,3
92,2014.0,114.0,7287.11189213609,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.91,0.0,1
93,2014.0,76.0,21670.2217956022,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.91,0.0,3
94,2014.0,24.0,20058.6647968722,0.0,36.0,40.0,0.0,0.0,0.0,1.0,1.91,1.0,3
95,2014.0,51.0,44615.1056695537,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.91,0.0,0
96,2014.0,37.0,14844.4432632509,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.91,0.0,0
97,2014.0,131.0,42415.1114315809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1
98,2014.0,2.0,30206.2219355715,0.0,49.0,103.0,1.0,0.0,0.0,0.0,1.91,1.0,2
99,2014.0,71.0,10903.9998055112,0.0,0.0,50.0,1.0,0.0,0.0,3.0,1.91,0.0,3
100,2014.0,99.0,15087.1107082695,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.91,0.0,0
101,2014.0,104.0,27096.8869801538,0.0,0.0,11.0,1.0,0.0,0.0,1.0,1.91,0.0,0
102,2014.0,69.0,7115.55571191053,0.0,0.0,39.0,0.0,1.0,0.0,0.0,1.91,0.0,2
103,2014.0,4.0,9632.88792862178,0.0,54.0,15.0,0.0,0.0,0.0,0.0,1.91,0.0,2
104,2014.0,62.0,19423.9994052716,0.0,0.0,48.0,0.0,0.0,0.0,0.0,1.91,0.0,3
105,2014.0,18.0,10331.5556767428,1.0,29.0,2.0,1.0,0.0,0.0,0.0,1.91,0.0,2
106,2014.0,80.0,12801.7777547686,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.91,0.0,2
107,2014.0,45.0,31841.7793257633,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.91,0.0,1
108,2014.0,23.0,9073.77801490585,0.0,28.0,1.0,0.0,0.0,0.0,0.0,1.91,0.0,3
109,2014.0,67.0,7117.33356421711,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.91,0.0,3
110,2014.0,7.0,19963.5567212954,0.0,33.0,1.0,0.0,0.0,0.0,0.0,1.91,0.0,2
111,2014.0,137.0,49052.4407374002,1.0,0.0,26.0,0.0,0.0,0.0,0.0,1.91,1.0,2
112,2014.0,60.0,7201.77825603629,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.91,0.0,3
113,2014.0,52.0,18352.0012211173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2
114,2014.0,39.0,21199.1117360965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.91,0.0,1
115,2014.0,111.0,20404.4452051509,0.0,0.0,12.0,1.0,0.0,0.0,1.0,1.91,1.0,2
116,2014.0,41.0,8244.44423833334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1
117,2014.0,47.0,24704.8867565355,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.91,0.0,2
118,2014.0,113.0,16593.7775371926,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.91,1.0,3
119,2014.0,103.0,13845.3327560812,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.91,0.0,1
120,2014.0,30.0,16310.2250378061,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.91,0.0,1
121,2014.0,19.0,9103.111305593,0.0,62.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2
122,2014.0,132.0,40668.4434518091,0.0,0.0,228.0,2.0,0.0,0.0,0.0,1.91,0.0,1
123,2014.0,83.0,10782.2227335484,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.91,0.0,3
124,2014.0,29.0,9289.77871320133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0
125,2014.0,12.0,9573.33296134097,0.0,51.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2
126,2014.0,116.0,22695.1103680264,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.91,0.0,0
127,2014.0,105.0,13324.4439948453,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.91,0.0,1
128,2014.0,100.0,10437.3332920276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2
129,2014.0,135.0,16063.1112423313,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.91,1.0,2
130,2014.0,73.0,17498.6684851627,2.0,0.0,36.0,2.0,1.0,0.0,4.0,1.91,0.0,3
131,2014.0,84.0,13175.1109325186,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.91,0.0,1
132,2014.0,64.0,11217.7773682976,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1.91,0.0,2
133,2014.0,50.0,14911.1119152664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.91,0.0,1
134,2014.0,130.0,24596.4414463062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2
135,2014.0,46.0,14599.1124689877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0
136,2014.0,94.0,13026.6685372542,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.91,0.0,1
137,2014.0,56.0,15421.3327103917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1
138,2014.0,108.0,13108.4454172149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.91,0.0,2
139,2014.0,17.0,28535.9987201345,0.0,44.0,3.0,0.0,0.0,0.0,0.0,1.91,0.0,2
140,2015.0,97.0,12746.9985167181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0
141,2015.0,27.0,28612.9958637602,1.0,0.0,4.0,8.0,2.0,0.0,1.0,1.13,1.0,3
142,2015.0,38.0,16376.0011063665,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.13,0.0,1
143,2015.0,31.0,15187.9994038572,1.0,0.0,48.0,4.0,0.0,0.0,0.0,1.13,0.0,3
144,2015.0,16.0,25679.0005064463,0.0,46.0,0.0,1.0,0.0,0.0,1.0,1.13,0.0,1
145,2015.0,118.0,28181.9996852828,1.0,0.0,15.0,3.0,0.0,0.0,0.0,1.13,0.0,1
146,2015.0,63.0,22087.0006957405,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.13,0.0,2
147,2015.0,3.0,10622.0000888327,0.0,60.0,30.0,1.0,0.0,0.0,1.0,1.13,1.0,2
148,2015.0,55.0,21382.0012378737,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.13,1.0,0
149,2015.0,59.0,17614.0018996107,2.0,0.0,6.0,0.0,0.0,0.0,1.0,1.13,0.0,1
150,2015.0,106.0,14801.9999177655,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.13,0.0,1
151,2015.0,14.0,44159.9985435419,2.0,57.0,5.0,3.0,1.0,0.0,0.0,1.13,0.0,3
152,2015.0,66.0,9923.00042584815,2.0,0.0,10.0,1.0,0.0,0.0,1.0,1.13,0.0,3
153,2015.0,28.0,10213.0005248897,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.13,1.0,2
154,2015.0,139.0,17177.9995914365,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.13,1.0,2
155,2015.0,85.0,22598.9996321883,2.0,0.0,10.0,1.0,0.0,0.0,0.0,1.13,1.0,2
156,2015.0,70.0,28430.000855323,0.0,0.0,85.0,1.0,0.0,0.0,1.0,1.13,0.0,3
157,2015.0,40.0,18320.0001828639,0.0,0.0,19.0,1.0,0.0,0.0,0.0,1.13,0.0,2
158,2015.0,61.0,16177.9998550859,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.13,1.0,2
159,2015.0,21.0,12810.000342781,0.0,36.0,12.0,1.0,0.0,0.0,2.0,1.13,1.0,3
160,2015.0,22.0,16086.9995702202,0.0,38.0,6.0,0.0,0.0,0.0,0.0,1.13,1.0,2
161,2015.0,133.0,13670.0002536406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0
162,2015.0,75.0,32173.9989420889,3.0,0.0,9.0,4.0,6.0,0.0,2.0,1.13,0.0,3
163,2015.0,120.0,27343.9995890537,0.0,0.0,8.0,1.0,0.0,1.0,0.0,1.13,0.0,3
164,2015.0,123.0,16313.9985461812,1.0,0.0,15.0,3.0,0.0,0.0,1.0,1.13,0.0,2
165,2015.0,44.0,22562.998944185,2.0,0.0,51.0,2.0,0.0,0.0,3.0,1.13,1.0,1
166,2015.0,92.0,14542.9997886746,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.13,0.0,2
167,2015.0,125.0,13956.998726907,0.0,0.0,12.0,0.0,1.0,0.0,1.0,1.13,1.0,2
168,2015.0,90.0,14806.9984302721,0.0,0.0,16.0,1.0,1.0,0.0,0.0,1.13,0.0,2
169,2015.0,57.0,11880.999904952,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.13,0.0,1
170,2015.0,10.0,11356.0009943441,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2
171,2015.0,68.0,12327.9995875441,1.0,0.0,6.0,3.0,1.0,0.0,1.0,1.13,0.0,2
172,2015.0,13.0,12019.0004906601,0.0,26.0,8.0,1.0,0.0,0.0,1.0,1.13,0.0,1
173,2015.0,102.0,13097.0004213781,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.13,0.0,0
174,2015.0,25.0,31550.0008716086,1.0,26.0,83.0,2.0,0.0,1.0,1.0,1.13,1.0,2
175,2015.0,65.0,14833.0002163941,0.0,0.0,59.0,1.0,0.0,0.0,1.0,1.13,0.0,3
176,2015.0,140.0,10125.9995131095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2
177,2015.0,81.0,17259.0008925717,1.0,0.0,3.0,1.0,3.0,0.0,4.0,1.13,0.0,2
178,2015.0,43.0,17931.9995675291,0.0,0.0,37.0,3.0,0.0,0.0,1.0,1.13,1.0,2
179,2015.0,77.0,64714.0105949592,0.0,0.0,26.0,11.0,1.0,1.0,3.0,1.13,0.0,3
180,2015.0,136.0,28000.0040493705,2.0,0.0,26.0,1.0,0.0,0.0,4.0,1.13,1.0,3
181,2015.0,1.0,34557.0002775714,1.0,32.0,6.0,2.0,1.0,0.0,0.0,1.13,0.0,3
182,2015.0,35.0,26849.0001338819,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.13,0.0,1
183,2015.0,124.0,17601.0028575725,1.0,0.0,16.0,1.0,0.0,0.0,3.0,1.13,1.0,3
184,2015.0,6.0,22561.9996322305,1.0,40.0,5.0,3.0,0.0,0.0,1.0,1.13,1.0,2
185,2015.0,49.0,13540.0021857355,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.13,0.0,0
186,2015.0,33.0,16606.9988324222,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.13,0.0,2
187,2015.0,110.0,11307.0001322838,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.13,1.0,2
188,2015.0,54.0,19142.0006530445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,3
189,2015.0,58.0,9471.99937376082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2
190,2015.0,96.0,11189.9993245624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,1
191,2015.0,78.0,18791.0013921163,2.0,0.0,73.0,2.0,0.0,0.0,6.0,1.13,0.0,3
192,2015.0,15.0,9463.00026315944,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2
193,2015.0,89.0,10287.9989376301,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.13,0.0,2
194,2015.0,101.0,11073.9996138725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0
195,2015.0,53.0,15439.9996884927,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.13,0.0,1
196,2015.0,95.0,31384.0002264756,0.0,0.0,16.0,1.0,1.0,1.0,2.0,1.13,0.0,3
197,2015.0,109.0,10257.9993644023,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.13,0.0,1
198,2015.0,8.0,11147.9997834103,0.0,53.0,18.0,0.0,0.0,0.0,0.0,1.13,0.0,1
199,2015.0,86.0,15506.0003384576,0.0,0.0,11.0,2.0,1.0,0.0,2.0,1.13,0.0,2
200,2015.0,79.0,7953.99921245882,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.13,0.0,3
201,2015.0,48.0,17512.9998661218,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.13,0.0,1
202,2015.0,115.0,13919.9995115151,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.13,1.0,2
203,2015.0,126.0,25599.0002476904,0.0,0.0,23.0,3.0,0.0,0.0,0.0,1.13,0.0,3
204,2015.0,9.0,15829.0015074692,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,1
205,2015.0,93.0,37618.0024292038,1.0,0.0,24.0,3.0,0.0,0.0,4.0,1.13,0.0,2
206,2015.0,36.0,24424.9999733545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.13,0.0,1
207,2015.0,82.0,30767.0009329737,1.0,0.0,6.0,4.0,8.0,1.0,1.0,1.13,0.0,2
208,2015.0,112.0,6755.00098313843,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.13,1.0,3
209,2015.0,88.0,22760.0006564348,0.0,0.0,9.0,1.0,0.0,0.0,1.0,1.13,0.0,1
210,2015.0,87.0,24256.99833812,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.13,0.0,1
211,2015.0,134.0,12979.9996918245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2
212,2015.0,74.0,19192.9994318982,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.13,0.0,3
213,2015.0,121.0,14215.0031135143,0.0,0.0,32.0,1.0,1.0,0.0,2.0,1.13,1.0,3
214,2015.0,98.0,21416.9992276646,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.13,0.0,1
215,2015.0,107.0,21839.9997992904,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.13,0.0,1
216,2015.0,119.0,28563.0012357308,0.0,0.0,7.0,2.0,0.0,0.0,0.0,1.13,0.0,3
217,2015.0,138.0,23434.999161513,0.0,0.0,12.0,0.0,0.0,0.0,2.0,1.13,1.0,2
218,2015.0,5.0,9753.99976439729,0.0,33.0,14.0,0.0,0.0,0.0,0.0,1.13,1.0,2
219,2015.0,129.0,30163.998742064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0
220,2015.0,128.0,24136.0001376013,0.0,0.0,13.0,1.0,0.0,0.0,1.0,1.13,0.0,2
221,2015.0,32.0,22937.9997253763,1.0,0.0,107.0,0.0,0.0,0.0,1.0,1.13,0.0,1
222,2015.0,11.0,19119.9992728266,0.0,41.0,7.0,0.0,0.0,0.0,0.0,1.13,0.0,1
223,2015.0,117.0,45413.9971176784,0.0,0.0,50.0,1.0,0.0,0.0,2.0,1.13,0.0,0
224,2015.0,42.0,28225.9988584936,1.0,0.0,1.0,3.0,0.0,0.0,4.0,1.13,0.0,1
225,2015.0,34.0,16237.000415703,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.13,0.0,0
226,2015.0,20.0,12382.999711594,0.0,40.0,1.0,0.0,0.0,0.0,0.0,1.13,0.0,2
227,2015.0,72.0,11122.0023840722,1.0,0.0,38.0,0.0,2.0,0.0,3.0,1.13,1.0,3
228,2015.0,127.0,30480.9995289613,0.0,0.0,8.0,3.0,0.0,0.0,1.0,1.13,0.0,2
229,2015.0,122.0,22806.0000479816,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.13,0.0,2
230,2015.0,91.0,11659.0004659027,2.0,0.0,30.0,1.0,0.0,0.0,2.0,1.13,1.0,2
231,2015.0,26.0,36044.0016715154,0.0,0.0,4.0,5.0,1.0,0.0,2.0,1.13,1.0,3
232,2015.0,114.0,8193.99964579574,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.13,0.0,1
233,2015.0,76.0,25639.9980273371,0.0,0.0,3.0,7.0,2.0,0.0,3.0,1.13,0.0,3
234,2015.0,24.0,22439.0021617389,2.0,36.0,40.0,1.0,0.0,0.0,3.0,1.13,1.0,3
235,2015.0,51.0,51178.9950745985,1.0,0.0,17.0,0.0,0.0,0.0,0.0,1.13,0.0,0
236,2015.0,37.0,17077.9997279565,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.13,0.0,1
237,2015.0,131.0,47749.0010187067,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.13,0.0,1
238,2015.0,2.0,33951.0031470784,2.0,49.0,103.0,4.0,0.0,1.0,2.0,1.13,1.0,2
239,2015.0,71.0,12156.9997774289,0.0,0.0,50.0,1.0,2.0,0.0,3.0,1.13,0.0,3
240,2015.0,99.0,17103.9999298928,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.13,0.0,0
241,2015.0,104.0,30591.0001277624,0.0,0.0,11.0,4.0,1.0,0.0,4.0,1.13,0.0,0
242,2015.0,69.0,7984.99990299822,0.0,0.0,39.0,1.0,1.0,0.0,2.0,1.13,0.0,2
